Area,Age,Ethnic group,Sex,Year at 30 June,Value,Flags
"Whangarei district","15-19 years","Total people, ethnic group","Male","1996",2420,
"Whangarei district","15-19 years","Total people, ethnic group","Female","1996",2370,
"Kaipara district","15-19 years","Total people, ethnic group","Male","1996",600,
"Kaipara district","15-19 years","Total people, ethnic group","Female","1996",530,
"Auckland","15-19 years","Total people, ethnic group","Male","1996",41240,
"Auckland","15-19 years","Total people, ethnic group","Female","1996",39840,
"Thames-Coromandel district","15-19 years","Total people, ethnic group","Male","1996",720,
"Thames-Coromandel district","15-19 years","Total people, ethnic group","Female","1996",620,
"Hauraki district","15-19 years","Total people, ethnic group","Male","1996",670,
"Hauraki district","15-19 years","Total people, ethnic group","Female","1996",600,
"Waikato district","15-19 years","Total people, ethnic group","Male","1996",2000,
"Waikato district","15-19 years","Total people, ethnic group","Female","1996",1820,
"Matamata-Piako district","15-19 years","Total people, ethnic group","Male","1996",1100,
"Matamata-Piako district","15-19 years","Total people, ethnic group","Female","1996",970,
"Hamilton city","15-19 years","Total people, ethnic group","Male","1996",5020,
"Hamilton city","15-19 years","Total people, ethnic group","Female","1996",5270,
"Waipa district","15-19 years","Total people, ethnic group","Male","1996",1480,
"Waipa district","15-19 years","Total people, ethnic group","Female","1996",1420,
"Otorohanga district","15-19 years","Total people, ethnic group","Male","1996",460,
"Otorohanga district","15-19 years","Total people, ethnic group","Female","1996",320,
"South Waikato district","15-19 years","Total people, ethnic group","Male","1996",1070,
"South Waikato district","15-19 years","Total people, ethnic group","Female","1996",930,
"Waitomo district","15-19 years","Total people, ethnic group","Male","1996",360,
"Waitomo district","15-19 years","Total people, ethnic group","Female","1996",330,
"Taupo district","15-19 years","Total people, ethnic group","Male","1996",1090,
"Taupo district","15-19 years","Total people, ethnic group","Female","1996",960,
"Western Bay of Plenty district","15-19 years","Total people, ethnic group","Male","1996",1190,
"Western Bay of Plenty district","15-19 years","Total people, ethnic group","Female","1996",1080,
"Tauranga city","15-19 years","Total people, ethnic group","Male","1996",2600,
"Tauranga city","15-19 years","Total people, ethnic group","Female","1996",2490,
"Rotorua district","15-19 years","Total people, ethnic group","Male","1996",2580,
"Rotorua district","15-19 years","Total people, ethnic group","Female","1996",2450,
"Whakatane district","15-19 years","Total people, ethnic group","Male","1996",1340,
"Whakatane district","15-19 years","Total people, ethnic group","Female","1996",1180,
"Kawerau district","15-19 years","Total people, ethnic group","Male","1996",320,
"Kawerau district","15-19 years","Total people, ethnic group","Female","1996",350,
"Opotiki district","15-19 years","Total people, ethnic group","Male","1996",360,
"Opotiki district","15-19 years","Total people, ethnic group","Female","1996",310,
"Gisborne district","15-19 years","Total people, ethnic group","Male","1996",1740,
"Gisborne district","15-19 years","Total people, ethnic group","Female","1996",1660,
"Wairoa district","15-19 years","Total people, ethnic group","Male","1996",400,
"Wairoa district","15-19 years","Total people, ethnic group","Female","1996",370,
"Hastings district","15-19 years","Total people, ethnic group","Male","1996",2580,
"Hastings district","15-19 years","Total people, ethnic group","Female","1996",2350,
"Napier city","15-19 years","Total people, ethnic group","Male","1996",1980,
"Napier city","15-19 years","Total people, ethnic group","Female","1996",1910,
"Central Hawke's Bay district","15-19 years","Total people, ethnic group","Male","1996",560,
"Central Hawke's Bay district","15-19 years","Total people, ethnic group","Female","1996",420,
"New Plymouth district","15-19 years","Total people, ethnic group","Male","1996",2680,
"New Plymouth district","15-19 years","Total people, ethnic group","Female","1996",2410,
"Stratford district","15-19 years","Total people, ethnic group","Male","1996",340,
"Stratford district","15-19 years","Total people, ethnic group","Female","1996",340,
"South Taranaki district","15-19 years","Total people, ethnic group","Male","1996",1080,
"South Taranaki district","15-19 years","Total people, ethnic group","Female","1996",1010,
"Ruapehu district","15-19 years","Total people, ethnic group","Male","1996",670,
"Ruapehu district","15-19 years","Total people, ethnic group","Female","1996",530,
"Wanganui district","15-19 years","Total people, ethnic group","Male","1996",1690,
"Wanganui district","15-19 years","Total people, ethnic group","Female","1996",1700,
"Rangitikei district","15-19 years","Total people, ethnic group","Male","1996",540,
"Rangitikei district","15-19 years","Total people, ethnic group","Female","1996",520,
"Manawatu district","15-19 years","Total people, ethnic group","Male","1996",1080,
"Manawatu district","15-19 years","Total people, ethnic group","Female","1996",880,
"Palmerston North city","15-19 years","Total people, ethnic group","Male","1996",3550,
"Palmerston North city","15-19 years","Total people, ethnic group","Female","1996",3750,
"Tararua district","15-19 years","Total people, ethnic group","Male","1996",750,
"Tararua district","15-19 years","Total people, ethnic group","Female","1996",650,
"Horowhenua district","15-19 years","Total people, ethnic group","Male","1996",1000,
"Horowhenua district","15-19 years","Total people, ethnic group","Female","1996",960,
"Kapiti Coast district","15-19 years","Total people, ethnic group","Male","1996",1120,
"Kapiti Coast district","15-19 years","Total people, ethnic group","Female","1996",1100,
"Porirua city","15-19 years","Total people, ethnic group","Male","1996",1900,
"Porirua city","15-19 years","Total people, ethnic group","Female","1996",1760,
"Upper Hutt city","15-19 years","Total people, ethnic group","Male","1996",1520,
"Upper Hutt city","15-19 years","Total people, ethnic group","Female","1996",1500,
"Lower Hutt city","15-19 years","Total people, ethnic group","Male","1996",3550,
"Lower Hutt city","15-19 years","Total people, ethnic group","Female","1996",3460,
"Wellington city","15-19 years","Total people, ethnic group","Male","1996",5250,
"Wellington city","15-19 years","Total people, ethnic group","Female","1996",5490,
"Masterton district","15-19 years","Total people, ethnic group","Male","1996",860,
"Masterton district","15-19 years","Total people, ethnic group","Female","1996",870,
"Carterton district","15-19 years","Total people, ethnic group","Male","1996",270,
"Carterton district","15-19 years","Total people, ethnic group","Female","1996",240,
"South Wairarapa district","15-19 years","Total people, ethnic group","Male","1996",310,
"South Wairarapa district","15-19 years","Total people, ethnic group","Female","1996",290,
"Tasman district","15-19 years","Total people, ethnic group","Male","1996",1340,
"Tasman district","15-19 years","Total people, ethnic group","Female","1996",1170,
"Nelson city","15-19 years","Total people, ethnic group","Male","1996",1450,
"Nelson city","15-19 years","Total people, ethnic group","Female","1996",1290,
"Marlborough district","15-19 years","Total people, ethnic group","Male","1996",1380,
"Marlborough district","15-19 years","Total people, ethnic group","Female","1996",1210,
"Kaikoura district","15-19 years","Total people, ethnic group","Male","1996",130,
"Kaikoura district","15-19 years","Total people, ethnic group","Female","1996",110,
"Buller district","15-19 years","Total people, ethnic group","Male","1996",350,
"Buller district","15-19 years","Total people, ethnic group","Female","1996",280,
"Grey district","15-19 years","Total people, ethnic group","Male","1996",500,
"Grey district","15-19 years","Total people, ethnic group","Female","1996",470,
"Westland district","15-19 years","Total people, ethnic group","Male","1996",300,
"Westland district","15-19 years","Total people, ethnic group","Female","1996",260,
"Hurunui district","15-19 years","Total people, ethnic group","Male","1996",280,
"Hurunui district","15-19 years","Total people, ethnic group","Female","1996",260,
"Waimakariri district","15-19 years","Total people, ethnic group","Male","1996",1120,
"Waimakariri district","15-19 years","Total people, ethnic group","Female","1996",1140,
"Christchurch city","15-19 years","Total people, ethnic group","Male","1996",11980,
"Christchurch city","15-19 years","Total people, ethnic group","Female","1996",11960,
"Selwyn district","15-19 years","Total people, ethnic group","Male","1996",1140,
"Selwyn district","15-19 years","Total people, ethnic group","Female","1996",970,
"Ashburton district","15-19 years","Total people, ethnic group","Male","1996",850,
"Ashburton district","15-19 years","Total people, ethnic group","Female","1996",740,
"Timaru district","15-19 years","Total people, ethnic group","Male","1996",1520,
"Timaru district","15-19 years","Total people, ethnic group","Female","1996",1350,
"Mackenzie district","15-19 years","Total people, ethnic group","Male","1996",150,
"Mackenzie district","15-19 years","Total people, ethnic group","Female","1996",130,
"Waimate district","15-19 years","Total people, ethnic group","Male","1996",260,
"Waimate district","15-19 years","Total people, ethnic group","Female","1996",220,
"Chatham Islands territory","15-19 years","Total people, ethnic group","Male","1996",25,
"Chatham Islands territory","15-19 years","Total people, ethnic group","Female","1996",15,
"Waitaki district","15-19 years","Total people, ethnic group","Male","1996",750,
"Waitaki district","15-19 years","Total people, ethnic group","Female","1996",720,
"Central Otago district","15-19 years","Total people, ethnic group","Male","1996",500,
"Central Otago district","15-19 years","Total people, ethnic group","Female","1996",460,
"Queenstown-Lakes district","15-19 years","Total people, ethnic group","Male","1996",450,
"Queenstown-Lakes district","15-19 years","Total people, ethnic group","Female","1996",400,
"Dunedin city","15-19 years","Total people, ethnic group","Male","1996",5220,
"Dunedin city","15-19 years","Total people, ethnic group","Female","1996",5790,
"Clutha district","15-19 years","Total people, ethnic group","Male","1996",730,
