Area,Age,Ethnic group,Sex,Year at 30 June,Value,Flags
"Bay of Plenty region","65-69 years","Total people, ethnic group","Female","2013",7820,
"Manawatu-Wanganui region","65-69 years","Total people, ethnic group","Male","2013",5820,
"Northland region","50-54 years","Total people, ethnic group","Female","2013",6450,
"Marlborough region","15-19 years","Total people, ethnic group","Female","2013",1240,
"Auckland region","40-44 years","Total people, ethnic group","Female","2013",58280,
"Taranaki region","70-74 years","Total people, ethnic group","Female","2013",2170,
"Manawatu-Wanganui region","60-64 years","Total people, ethnic group","Male","2013",6440,
"Gisborne region","35-39 years","Total people, ethnic group","Female","2013",1410,
"Waikato region","85 years and over","Total people, ethnic group","Female","2013",4230,
"West Coast region","0-4 years","Total people, ethnic group","Female","2013",1120,
"West Coast region","5-9 years","Total people, ethnic group","Female","2013",970,
"Otago region","55-59 years","Total people, ethnic group","Male","2013",6730,
"Waikato region","30-34 years","Total people, ethnic group","Male","2013",11600,
"Bay of Plenty region","80-84 years","Total people, ethnic group","Male","2013",3000,
"Wellington region","10-14 years","Total people, ethnic group","Female","2013",15040,
"Manawatu-Wanganui region","35-39 years","Total people, ethnic group","Female","2013",6670,
"Nelson region","55-59 years","Total people, ethnic group","Female","2013",1780,
"Nelson region","45-49 years","Total people, ethnic group","Female","2013",1860,
"Gisborne region","40-44 years","Total people, ethnic group","Female","2013",1640,
"Tasman region","10-14 years","Total people, ethnic group","Male","2013",1800,
"West Coast region","30-34 years","Total people, ethnic group","Male","2013",780,
"Gisborne region","45-49 years","Total people, ethnic group","Female","2013",1600,
"Hawke's Bay region","0-4 years","Total people, ethnic group","Female","2013",5750,
"West Coast region","50-54 years","Total people, ethnic group","Female","2013",1400,
"West Coast region","85 years and over","Total people, ethnic group","Female","2013",300,
"Tasman region","80-84 years","Total people, ethnic group","Female","2013",520,
"Hawke's Bay region","35-39 years","Total people, ethnic group","Female","2013",4850,
"Northland region","60-64 years","Total people, ethnic group","Female","2013",5590,
"Southland region","5-9 years","Total people, ethnic group","Female","2013",3200,
"Southland region","0-4 years","Total people, ethnic group","Female","2013",3210,
"Hawke's Bay region","30-34 years","Total people, ethnic group","Male","2013",3650,
"Northland region","65-69 years","Total people, ethnic group","Female","2013",4960,
"Hawke's Bay region","85 years and over","Total people, ethnic group","Female","2013",2060,
"Canterbury region","45-49 years","Total people, ethnic group","Female","2013",20810,
"Taranaki region","75-79 years","Total people, ethnic group","Female","2013",1810,
"Canterbury region","60-64 years","Total people, ethnic group","Female","2013",16360,
"Bay of Plenty region","55-59 years","Total people, ethnic group","Female","2013",9520,
"Waikato region","20-24 years","Total people, ethnic group","Male","2013",14750,
"West Coast region","75-79 years","Total people, ethnic group","Female","2013",470,
"Otago region","35-39 years","Total people, ethnic group","Female","2013",6440,
"Waikato region","25-29 years","Total people, ethnic group","Male","2013",12380,
"Taranaki region","65-69 years","Total people, ethnic group","Female","2013",2910,
"Hawke's Bay region","5-9 years","Total people, ethnic group","Female","2013",5610,
"Bay of Plenty region","10-14 years","Total people, ethnic group","Male","2013",10540,
"Hawke's Bay region","15-19 years","Total people, ethnic group","Female","2013",5220,
"Nelson region","40-44 years","Total people, ethnic group","Female","2013",1870,
"Canterbury region","80-84 years","Total people, ethnic group","Male","2013",5210,
"Wellington region","25-29 years","Total people, ethnic group","Female","2013",16570,
"Wellington region","20-24 years","Total people, ethnic group","Female","2013",19160,
"Wellington region","40-44 years","Total people, ethnic group","Male","2013",17330,
"Waikato region","80-84 years","Total people, ethnic group","Female","2013",4500,
"Nelson region","70-74 years","Total people, ethnic group","Male","2013",910,
"Wellington region","45-49 years","Total people, ethnic group","Male","2013",16890,
"Tasman region","20-24 years","Total people, ethnic group","Male","2013",1050,
"Taranaki region","60-64 years","Total people, ethnic group","Female","2013",3350,
"Manawatu-Wanganui region","50-54 years","Total people, ethnic group","Female","2013",8530,
"Tasman region","25-29 years","Total people, ethnic group","Male","2013",900,
"Northland region","80-84 years","Total people, ethnic group","Male","2013",1650,
"Auckland region","50-54 years","Total people, ethnic group","Male","2013",48490,
"Bay of Plenty region","30-34 years","Total people, ethnic group","Male","2013",6540,
"Waikato region","65-69 years","Total people, ethnic group","Female","2013",10440,
"West Coast region","80-84 years","Total people, ethnic group","Female","2013",360,
"Southland region","75-79 years","Total people, ethnic group","Female","2013",1490,
"West Coast region","25-29 years","Total people, ethnic group","Male","2013",820,
"Marlborough region","30-34 years","Total people, ethnic group","Female","2013",1240,
"Bay of Plenty region","0-4 years","Total people, ethnic group","Male","2013",10230,
"Manawatu-Wanganui region","70-74 years","Total people, ethnic group","Male","2013",4340,
"Wellington region","0-4 years","Total people, ethnic group","Male","2013",16700,
"Manawatu-Wanganui region","45-49 years","Total people, ethnic group","Male","2013",7330,
"Bay of Plenty region","5-9 years","Total people, ethnic group","Male","2013",10390,
"Waikato region","10-14 years","Total people, ethnic group","Female","2013",14800,
"Tasman region","15-19 years","Total people, ethnic group","Male","2013",1640,
"Tasman region","5-9 years","Total people, ethnic group","Male","2013",1730,
"Marlborough region","50-54 years","Total people, ethnic group","Male","2013",1640,
"Nelson region","65-69 years","Total people, ethnic group","Male","2013",1300,
"Manawatu-Wanganui region","45-49 years","Total people, ethnic group","Female","2013",8010,
"West Coast region","20-24 years","Total people, ethnic group","Male","2013",910,
"Auckland region","60-64 years","Total people, ethnic group","Male","2013",34690,
"Tasman region","70-74 years","Total people, ethnic group","Female","2013",1080,
"Canterbury region","55-59 years","Total people, ethnic group","Female","2013",18230,
"Auckland region","65-69 years","Total people, ethnic group","Male","2013",28100,
"Manawatu-Wanganui region","40-44 years","Total people, ethnic group","Female","2013",7670,
"Gisborne region","80-84 years","Total people, ethnic group","Male","2013",380,
"Canterbury region","70-74 years","Total people, ethnic group","Male","2013",9830,
"Auckland region","30-34 years","Total people, ethnic group","Female","2013",55020,
"Northland region","55-59 years","Total people, ethnic group","Female","2013",5980,
"Southland region","30-34 years","Total people, ethnic group","Male","2013",2620,
"Taranaki region","10-14 years","Total people, ethnic group","Male","2013",4020,
"Wellington region","5-9 years","Total people, ethnic group","Female","2013",15500,
"Southland region","85 years and over","Total people, ethnic group","Female","2013",1170,
"Waikato region","35-39 years","Total people, ethnic group","Male","2013",11980,
"Wellington region","15-19 years","Total people, ethnic group","Female","2013",16790,
"Gisborne region","30-34 years","Total people, ethnic group","Female","2013",1370,
"Gisborne region","70-74 years","Total people, ethnic group","Male","2013",740,
"Marlborough region","45-49 years","Total people, ethnic group","Male","2013",1460,
"Nelson region","50-54 years","Total people, ethnic group","Female","2013",2040,
"Taranaki region","20-24 years","Total people, ethnic group","Male","2013",3370,
"Wellington region","35-39 years","Total people, ethnic group","Male","2013",15660,
"Otago region","60-64 years","Total people, ethnic group","Male","2013",5990,
"Southland region","20-24 years","Total people, ethnic group","Male","2013",2980,
"Marlborough region","40-44 years","Total people, ethnic group","Male","2013",1410,
"Northland region","0-4 years","Total people, ethnic group","Male","2013",6280,
"Northland region","5-9 years","Total people, ethnic group","Male","2013",6190,
"Hawke's Bay region","35-39 years","Total people, ethnic group","Male","2013",4200,
"Marlborough region","25-29 years","Total people, ethnic group","Female","2013",1120,
"Marlborough region","20-24 years","Total people, ethnic group","Female","2013",970,
"Marlborough region","55-59 years","Total people, ethnic group","Male","2013",1620,
"Bay of Plenty region","85 years and over","Total people, ethnic group","Male","2013",2120,
"Taranaki region","5-9 years","Total people, ethnic group","Male","2013",4040,
"Southland region","80-84 years","Total people, ethnic group","Female","2013",1140,
"Canterbury region","85 years and over","Total people, ethnic group","Male","2013",3950,
"Southland region","35-39 years","Total people, ethnic group","Male","2013",2900,
"Taranaki region","0-4 years","Total people, ethnic group","Male","2013",4270,
"Otago region","30-34 years","Total people, ethnic group","Female","2013",6250,
"Auckland region","20-24 years","Total people, ethnic group","Female","2013",58360,
"Auckland region","25-29 years","Total people, ethnic group","Female","2013",55960,
"Hawke's Bay region","10-14 years","Total people, ethnic group","Female","2013",5740,
"Canterbury region","75-79 years","Total people, ethnic group","Male","2013",6840,
"West Coast region","15-19 years","Total people, ethnic group","Male","2013",1000,
"Waikato region","40-44 years","Total people, ethnic group","Male","2013",13820,
"Auckland region","35-39 years","Total people, ethnic group","Female","2013",52210,
"Southland region","25-29 years","Total people, ethnic group","Male","2013",2750,
"West Coast region","70-74 years","Total people, ethnic group","Female","2013",640,
"Otago region","50-54 years","Total people, ethnic group","Male","2013",7220,
"Gisborne region","65-69 years","Total people, ethnic group","Male","2013",1030,
"Auckland region","55-59 years","Total people, ethnic group","Male","2013",40250,
"Wellington region","50-54 years","Total people, ethnic group","Male","2013",16540,
"Canterbury region","0-4 years","Total people, ethnic group","Male","2013",18370,
"Bay of Plenty region","70-74 years","Total people, ethnic group","Female","2013",6370,
"Taranaki region","15-19 years","Total people, ethnic group","Male","2013",3770,
"Gisborne region","60-64 years","Total people, ethnic group","Male","2013",1330,
"Nelson region","75-79 years","Total people, ethnic group","Male","2013",670,
"Canterbury region","5-9 years","Total people, ethnic group","Male","2013",17950,
"Bay of Plenty region","85 years and over","Total people, ethnic group","Female","2013",3580,
"West Coast region","20-24 years","Total people, ethnic group","Female","2013",840,
"Northland region","20-24 years","Total people, ethnic group","Female","2013",4190,
"Taranaki region","50-54 years","Total people, ethnic group","Female","2013",4290,
"Canterbury region","55-59 years","Total people, ethnic group","Male","2013",17820,
"Auckland region","30-34 years","Total people, ethnic group","Male","2013",50040,
"Manawatu-Wanganui region","15-19 years","Total people, ethnic group","Male","2013",8550,
"Hawke's Bay region","25-29 years","Total people, ethnic group","Female","2013",4010,
"Waikato region","15-19 years","Total people, ethnic group","Female","2013",14710,
"Marlborough region","60-64 years","Total people, ethnic group","Female","2013",1630,
"Waikato region","75-79 years","Total people, ethnic group","Female","2013",5660,
"Southland region","85 years and over","Total people, ethnic group","Male","2013",640,
"Manawatu-Wanganui region","40-44 years","Total people, ethnic group","Male","2013",6960,
"Southland region","70-74 years","Total people, ethnic group","Female","2013",1820,
"Marlborough region","0-4 years","Total people, ethnic group","Female","2013",1430,
"Canterbury region","70-74 years","Total people, ethnic group","Female","2013",10720,
"Northland region","25-29 years","Total people, ethnic group","Female","2013",3970,
"Marlborough region","5-9 years","Total people, ethnic group","Female","2013",1280,
"Auckland region","85 years and over","Total people, ethnic group","Female","2013",12980,
"Marlborough region","35-39 years","Total people, ethnic group","Female","2013",1320,
"Wellington region","85 years and over","Total people, ethnic group","Male","2013",2750,
"Nelson region","15-19 years","Total people, ethnic group","Female","2013",1450,
"Northland region","40-44 years","Total people, ethnic group","Male","2013",4930,
"Gisborne region","0-4 years","Total people, ethnic group","Female","2013",1920,
"Northland region","45-49 years","Total people, ethnic group","Male","2013",5310,
"Taranaki region","10-14 years","Total people, ethnic group","Female","2013",3830,
"Manawatu-Wanganui region","70-74 years","Total people, ethnic group","Female","2013",4920,
"Wellington region","60-64 years","Total people, ethnic group","Male","2013",12230,
"Otago region","40-44 years","Total people, ethnic group","Male","2013",6860,
"Hawke's Bay region","70-74 years","Total people, ethnic group","Female","2013",3350,
"Tasman region","30-34 years","Total people, ethnic group","Male","2013",990,
"West Coast region","80-84 years","Total people, ethnic group","Male","2013",310,
"Otago region","75-79 years","Total people, ethnic group","Male","2013",2620,
"Wellington region","75-79 years","Total people, ethnic group","Male","2013",5050,
"Canterbury region","35-39 years","Total people, ethnic group","Female","2013",17820,
"Wellington region","65-69 years","Total people, ethnic group","Male","2013",10240,
"Manawatu-Wanganui region","20-24 years","Total people, ethnic group","Female","2013",8160,
"Tasman region","85 years and over","Total people, ethnic group","Female","2013",570,
"Gisborne region","5-9 years","Total people, ethnic group","Female","2013",1890,
"Marlborough region","85 years and over","Total people, ethnic group","Female","2013",640,
"Manawatu-Wanganui region","5-9 years","Total people, ethnic group","Male","2013",8030,
"Gisborne region","50-54 years","Total people, ethnic group","Female","2013",1690,
"Wellington region","15-19 years","Total people, ethnic group","Male","2013",16970,
"Otago region","85 years and over","Total people, ethnic group","Male","2013",1430,
"Tasman region","60-64 years","Total people, ethnic group","Female","2013",1820,
"Hawke's Bay region","55-59 years","Total people, ethnic group","Male","2013",4860,
"Taranaki region","20-24 years","Total people, ethnic group","Female","2013",3100,
"Bay of Plenty region","5-9 years","Total people, ethnic group","Female","2013",9760,
"Northland region","35-39 years","Total people, ethnic group","Female","2013",4600,
"Bay of Plenty region","35-39 years","Total people, ethnic group","Female","2013",8610,
"Taranaki region","55-59 years","Total people, ethnic group","Male","2013",3590,
"Gisborne region","60-64 years","Total people, ethnic group","Female","2013",1320,
"Bay of Plenty region","50-54 years","Total people, ethnic group","Female","2013",10480,
"Waikato region","60-64 years","Total people, ethnic group","Female","2013",11910,
"Bay of Plenty region","0-4 years","Total people, ethnic group","Female","2013",9640,
"Southland region","40-44 years","Total people, ethnic group","Male","2013",3140,
"Gisborne region","45-49 years","Total people, ethnic group","Male","2013",1410,
"Otago region","50-54 years","Total people, ethnic group","Female","2013",7660,
"Nelson region","65-69 years","Total people, ethnic group","Female","2013",1360,
"Taranaki region","25-29 years","Total people, ethnic group","Female","2013",3280,
"Wellington region","30-34 years","Total people, ethnic group","Female","2013",16740,
"Manawatu-Wanganui region","10-14 years","Total people, ethnic group","Female","2013",7680,
"Wellington region","5-9 years","Total people, ethnic group","Male","2013",15970,
"Nelson region","30-34 years","Total people, ethnic group","Male","2013",1210,
"Marlborough region","80-84 years","Total people, ethnic group","Male","2013",500,
"Southland region","45-49 years","Total people, ethnic group","Male","2013",3290,
"Nelson region","75-79 years","Total people, ethnic group","Female","2013",790,
"Marlborough region","50-54 years","Total people, ethnic group","Female","2013",1800,
"Auckland region","45-49 years","Total people, ethnic group","Female","2013",55420,
"West Coast region","25-29 years","Total people, ethnic group","Female","2013",850,
"Waikato region","80-84 years","Total people, ethnic group","Male","2013",3600,
"Tasman region","15-19 years","Total people, ethnic group","Female","2013",1370,
"Canterbury region","25-29 years","Total people, ethnic group","Female","2013",16580,
"Auckland region","75-79 years","Total people, ethnic group","Female","2013",15470,
"Nelson region","60-64 years","Total people, ethnic group","Female","2013",1620,
"Taranaki region","75-79 years","Total people, ethnic group","Male","2013",1540,
"Canterbury region","40-44 years","Total people, ethnic group","Male","2013",19900,
"West Coast region","35-39 years","Total people, ethnic group","Female","2013",980,
"Taranaki region","40-44 years","Total people, ethnic group","Male","2013",3830,
"Marlborough region","30-34 years","Total people, ethnic group","Male","2013",1040,
"West Coast region","60-64 years","Total people, ethnic group","Female","2013",990,
"Nelson region","85 years and over","Total people, ethnic group","Female","2013",750,
"Southland region","65-69 years","Total people, ethnic group","Male","2013",2310,
"Northland region","55-59 years","Total people, ethnic group","Male","2013",5580,
"Otago region","10-14 years","Total people, ethnic group","Female","2013",5830,
"Southland region","5-9 years","Total people, ethnic group","Male","2013",3440,
"Tasman region","45-49 years","Total people, ethnic group","Female","2013",1960,
"Northland region","70-74 years","Total people, ethnic group","Female","2013",3720,
"Southland region","15-19 years","Total people, ethnic group","Male","2013",3220,
"Auckland region","15-19 years","Total people, ethnic group","Female","2013",53290,
"Auckland region","65-69 years","Total people, ethnic group","Female","2013",29900,
"Southland region","60-64 years","Total people, ethnic group","Male","2013",2780,
"Auckland region","60-64 years","Total people, ethnic group","Female","2013",36650,
"Canterbury region","20-24 years","Total people, ethnic group","Female","2013",18580,
"Wellington region","70-74 years","Total people, ethnic group","Female","2013",8260,
"Gisborne region","25-29 years","Total people, ethnic group","Female","2013",1380,
"Southland region","20-24 years","Total people, ethnic group","Female","2013",2810,
"Manawatu-Wanganui region","85 years and over","Total people, ethnic group","Male","2013",1700,
"Gisborne region","20-24 years","Total people, ethnic group","Female","2013",1450,
"Hawke's Bay region","50-54 years","Total people, ethnic group","Female","2013",6070,
"West Coast region","55-59 years","Total people, ethnic group","Male","2013",1320,
"West Coast region","45-49 years","Total people, ethnic group","Male","2013",1270,
"Bay of Plenty region","15-19 years","Total people, ethnic group","Female","2013",9040,
"Nelson region","0-4 years","Total people, ethnic group","Female","2013",1430,
"Tasman region","40-44 years","Total people, ethnic group","Female","2013",2010,
"Otago region","85 years and over","Total people, ethnic group","Female","2013",2650,
"Otago region","70-74 years","Total people, ethnic group","Female","2013",4050,
"Northland region","10-14 years","Total people, ethnic group","Female","2013",5840,
"Taranaki region","45-49 years","Total people, ethnic group","Male","2013",3780,
"Nelson region","5-9 years","Total people, ethnic group","Female","2013",1520,
"Southland region","75-79 years","Total people, ethnic group","Male","2013",1300,
"Nelson region","20-24 years","Total people, ethnic group","Male","2013",1270,
"West Coast region","55-59 years","Total people, ethnic group","Female","2013",1170,
"Manawatu-Wanganui region","60-64 years","Total people, ethnic group","Female","2013",6810,
"Gisborne region","15-19 years","Total people, ethnic group","Female","2013",1680,
"Marlborough region","70-74 years","Total people, ethnic group","Male","2013",1180,
"Southland region","80-84 years","Total people, ethnic group","Male","2013",920,
"Northland region","85 years and over","Total people, ethnic group","Female","2013",1880,
"Canterbury region","40-44 years","Total people, ethnic group","Female","2013",21340,
"Canterbury region","65-69 years","Total people, ethnic group","Female","2013",13930,
"Auckland region","25-29 years","Total people, ethnic group","Male","2013",52590,
"Auckland region","35-39 years","Total people, ethnic group","Male","2013",47110,
"Manawatu-Wanganui region","65-69 years","Total people, ethnic group","Female","2013",5930,
"Auckland region","55-59 years","Total people, ethnic group","Female","2013",43270,
"Canterbury region","75-79 years","Total people, ethnic group","Female","2013",8120,
"Tasman region","70-74 years","Total people, ethnic group","Male","2013",1120,
"Southland region","15-19 years","Total people, ethnic group","Female","2013",2980,
"Canterbury region","5-9 years","Total people, ethnic group","Female","2013",17050,
"Southland region","55-59 years","Total people, ethnic group","Male","2013",3210,
"Marlborough region","40-44 years","Total people, ethnic group","Female","2013",1500,
"Wellington region","50-54 years","Total people, ethnic group","Female","2013",17830,
"Manawatu-Wanganui region","5-9 years","Total people, ethnic group","Female","2013",7640,
"Marlborough region","75-79 years","Total people, ethnic group","Female","2013",790,
"Hawke's Bay region","75-79 years","Total people, ethnic group","Female","2013",2460,
"Hawke's Bay region","65-69 years","Total people, ethnic group","Female","2013",4320,
"Gisborne region","55-59 years","Total people, ethnic group","Female","2013",1510,
"Otago region","30-34 years","Total people, ethnic group","Male","2013",5800,
"Gisborne region","75-79 years","Total people, ethnic group","Female","2013",610,
"Waikato region","10-14 years","Total people, ethnic group","Male","2013",15350,
"Auckland region","80-84 years","Total people, ethnic group","Female","2013",11850,
"Canterbury region","0-4 years","Total people, ethnic group","Female","2013",17350,
"Auckland region","70-74 years","Total people, ethnic group","Male","2013",20110,
"Bay of Plenty region","70-74 years","Total people, ethnic group","Male","2013",5760,
"Manawatu-Wanganui region","0-4 years","Total people, ethnic group","Female","2013",7960,
"Northland region","30-34 years","Total people, ethnic group","Male","2013",3440,
"Manawatu-Wanganui region","25-29 years","Total people, ethnic group","Female","2013",6800,
"Manawatu-Wanganui region","55-59 years","Total people, ethnic group","Male","2013",7130,
"Nelson region","25-29 years","Total people, ethnic group","Male","2013",1250,
"Marlborough region","45-49 years","Total people, ethnic group","Female","2013",1640,
"Canterbury region","15-19 years","Total people, ethnic group","Female","2013",17920,
"Taranaki region","80-84 years","Total people, ethnic group","Male","2013",1110,
"Tasman region","35-39 years","Total people, ethnic group","Male","2013",1300,
"Taranaki region","30-34 years","Total people, ethnic group","Male","2013",3160,
"Manawatu-Wanganui region","80-84 years","Total people, ethnic group","Male","2013",2290,
"Wellington region","80-84 years","Total people, ethnic group","Male","2013",3640,
"Waikato region","45-49 years","Total people, ethnic group","Female","2013",14830,
"West Coast region","10-14 years","Total people, ethnic group","Male","2013",1050,
"Otago region","5-9 years","Total people, ethnic group","Female","2013",5740,
"Southland region","65-69 years","Total people, ethnic group","Female","2013",2350,
"Hawke's Bay region","60-64 years","Total people, ethnic group","Female","2013",5130,
"Wellington region","35-39 years","Total people, ethnic group","Female","2013",17180,
"Auckland region","20-24 years","Total people, ethnic group","Male","2013",59380,
"Taranaki region","15-19 years","Total people, ethnic group","Female","2013",3510,
"Southland region","50-54 years","Total people, ethnic group","Female","2013",3670,
"Bay of Plenty region","45-49 years","Total people, ethnic group","Female","2013",10080,
"Northland region","0-4 years","Total people, ethnic group","Female","2013",5900,
"Manawatu-Wanganui region","15-19 years","Total people, ethnic group","Female","2013",8300,
"Taranaki region","85 years and over","Total people, ethnic group","Female","2013",1560,
"Waikato region","55-59 years","Total people, ethnic group","Female","2013",13290,
"Waikato region","40-44 years","Total people, ethnic group","Female","2013",15260,
"Otago region","65-69 years","Total people, ethnic group","Female","2013",5220,
"Gisborne region","65-69 years","Total people, ethnic group","Female","2013",1080,
"Hawke's Bay region","40-44 years","Total people, ethnic group","Female","2013",5770,
"Otago region","60-64 years","Total people, ethnic group","Female","2013",6050,
"Tasman region","50-54 years","Total people, ethnic group","Male","2013",1890,
"Taranaki region","0-4 years","Total people, ethnic group","Female","2013",4020,
"Marlborough region","10-14 years","Total people, ethnic group","Male","2013",1320,
"West Coast region","65-69 years","Total people, ethnic group","Female","2013",880,
"Otago region","0-4 years","Total people, ethnic group","Female","2013",5920,
"Southland region","60-64 years","Total people, ethnic group","Female","2013",2590,
"Tasman region","55-59 years","Total people, ethnic group","Female","2013",1830,
"Northland region","5-9 years","Total people, ethnic group","Female","2013",5960,
"Nelson region","80-84 years","Total people, ethnic group","Female","2013",660,
"Auckland region","10-14 years","Total people, ethnic group","Male","2013",51160,
"Waikato region","70-74 years","Total people, ethnic group","Male","2013",7480,
"Northland region","75-79 years","Total people, ethnic group","Female","2013",2540,
"Nelson region","10-14 years","Total people, ethnic group","Male","2013",1600,
"Otago region","15-19 years","Total people, ethnic group","Female","2013",8570,
"Bay of Plenty region","75-79 years","Total people, ethnic group","Female","2013",4650,
"Otago region","80-84 years","Total people, ethnic group","Male","2013",1940,
"Bay of Plenty region","40-44 years","Total people, ethnic group","Female","2013",10150,
"Taranaki region","5-9 years","Total people, ethnic group","Female","2013",3880,
"Gisborne region","30-34 years","Total people, ethnic group","Male","2013",1120,
"West Coast region","45-49 years","Total people, ethnic group","Female","2013",1310,
"Taranaki region","45-49 years","Total people, ethnic group","Female","2013",3930,
"Wellington region","0-4 years","Total people, ethnic group","Female","2013",16070,
"Southland region","25-29 years","Total people, ethnic group","Female","2013",2870,
"Wellington region","55-59 years","Total people, ethnic group","Male","2013",13920,
"West Coast region","15-19 years","Total people, ethnic group","Female","2013",930,
"West Coast region","40-44 years","Total people, ethnic group","Female","2013",1220,
"Wellington region","85 years and over","Total people, ethnic group","Female","2013",4920,
"Taranaki region","55-59 years","Total people, ethnic group","Female","2013",3750,
"Hawke's Bay region","80-84 years","Total people, ethnic group","Male","2013",1500,
"Tasman region","75-79 years","Total people, ethnic group","Male","2013",750,
"Canterbury region","85 years and over","Total people, ethnic group","Female","2013",7080,
"Otago region","75-79 years","Total people, ethnic group","Female","2013",2990,
"Auckland region","0-4 years","Total people, ethnic group","Male","2013",56590,
"Hawke's Bay region","45-49 years","Total people, ethnic group","Female","2013",5600,
"Gisborne region","10-14 years","Total people, ethnic group","Male","2013",2040,
"Southland region","35-39 years","Total people, ethnic group","Female","2013",3030,
"Waikato region","50-54 years","Total people, ethnic group","Male","2013",14180,
"Manawatu-Wanganui region","10-14 years","Total people, ethnic group","Male","2013",8060,
"West Coast region","35-39 years","Total people, ethnic group","Male","2013",900,
"Northland region","15-19 years","Total people, ethnic group","Female","2013",5300,
"Gisborne region","85 years and over","Total people, ethnic group","Female","2013",460,
"Marlborough region","55-59 years","Total people, ethnic group","Female","2013",1620,
"Bay of Plenty region","35-39 years","Total people, ethnic group","Male","2013",7520,
"Otago region","70-74 years","Total people, ethnic group","Male","2013",3830,
"Canterbury region","10-14 years","Total people, ethnic group","Male","2013",17880,
"Taranaki region","35-39 years","Total people, ethnic group","Female","2013",3630,
"Waikato region","30-34 years","Total people, ethnic group","Female","2013",12670,
"Canterbury region","30-34 years","Total people, ethnic group","Male","2013",16280,
"Bay of Plenty region","80-84 years","Total people, ethnic group","Female","2013",3540,
"Hawke's Bay region","10-14 years","Total people, ethnic group","Male","2013",5850,
"Northland region","80-84 years","Total people, ethnic group","Female","2013",1870,
"Gisborne region","50-54 years","Total people, ethnic group","Male","2013",1530,
"Nelson region","85 years and over","Total people, ethnic group","Male","2013",440,
"Wellington region","30-34 years","Total people, ethnic group","Male","2013",15450,
"Bay of Plenty region","20-24 years","Total people, ethnic group","Male","2013",7770,
"Southland region","55-59 years","Total people, ethnic group","Female","2013",3150,
"Waikato region","15-19 years","Total people, ethnic group","Male","2013",15750,
"Northland region","20-24 years","Total people, ethnic group","Male","2013",4190,
"Southland region","40-44 years","Total people, ethnic group","Female","2013",3330,
"Hawke's Bay region","25-29 years","Total people, ethnic group","Male","2013",3680,
"Bay of Plenty region","25-29 years","Total people, ethnic group","Male","2013",6750,
"Waikato region","85 years and over","Total people, ethnic group","Male","2013",2460,
"Tasman region","10-14 years","Total people, ethnic group","Female","2013",1680,
"Northland region","70-74 years","Total people, ethnic group","Male","2013",3750,
"Nelson region","0-4 years","Total people, ethnic group","Male","2013",1570,
"Southland region","45-49 years","Total people, ethnic group","Female","2013",3440,
"Northland region","45-49 years","Total people, ethnic group","Female","2013",5910,
"Wellington region","75-79 years","Total people, ethnic group","Female","2013",6000,
"Northland region","10-14 years","Total people, ethnic group","Male","2013",6270,
"Auckland region","85 years and over","Total people, ethnic group","Male","2013",6990,
"Canterbury region","20-24 years","Total people, ethnic group","Male","2013",21390,
"Tasman region","0-4 years","Total people, ethnic group","Male","2013",1480,
"Nelson region","60-64 years","Total people, ethnic group","Male","2013",1480,
"Hawke's Bay region","80-84 years","Total people, ethnic group","Female","2013",1980,
"Auckland region","75-79 years","Total people, ethnic group","Male","2013",13390,
"Gisborne region","35-39 years","Total people, ethnic group","Male","2013",1270,
"Wellington region","40-44 years","Total people, ethnic group","Female","2013",19200,
"Tasman region","30-34 years","Total people, ethnic group","Female","2013",1160,
"Tasman region","65-69 years","Total people, ethnic group","Male","2013",1540,
"Hawke's Bay region","70-74 years","Total people, ethnic group","Male","2013",3050,
"Canterbury region","25-29 years","Total people, ethnic group","Male","2013",17520,
"Wellington region","45-49 years","Total people, ethnic group","Female","2013",18190,
"Waikato region","60-64 years","Total people, ethnic group","Male","2013",11180,
"Taranaki region","40-44 years","Total people, ethnic group","Female","2013",4090,
"Otago region","55-59 years","Total people, ethnic group","Female","2013",6750,
"Marlborough region","5-9 years","Total people, ethnic group","Male","2013",1410,
"Nelson region","50-54 years","Total people, ethnic group","Male","2013",1840,
"Marlborough region","25-29 years","Total people, ethnic group","Male","2013",1080,
"Tasman region","85 years and over","Total people, ethnic group","Male","2013",350,
"Nelson region","5-9 years","Total people, ethnic group","Male","2013",1550,
"Marlborough region","35-39 years","Total people, ethnic group","Male","2013",1240,
"Waikato region","5-9 years","Total people, ethnic group","Male","2013",15480,
"Otago region","40-44 years","Total people, ethnic group","Female","2013",7440,
"Manawatu-Wanganui region","85 years and over","Total people, ethnic group","Female","2013",3070,
"Nelson region","10-14 years","Total people, ethnic group","Female","2013",1500,
"Canterbury region","80-84 years","Total people, ethnic group","Female","2013",6760,
"Nelson region","15-19 years","Total people, ethnic group","Male","2013",1590,
"Marlborough region","20-24 years","Total people, ethnic group","Male","2013",1040,
"Manawatu-Wanganui region","55-59 years","Total people, ethnic group","Female","2013",7570,
"West Coast region","70-74 years","Total people, ethnic group","Male","2013",700,
"Manawatu-Wanganui region","75-79 years","Total people, ethnic group","Female","2013",3720,
"Auckland region","10-14 years","Total people, ethnic group","Female","2013",48410,
"Southland region","10-14 years","Total people, ethnic group","Male","2013",3310,
"Marlborough region","0-4 years","Total people, ethnic group","Male","2013",1370,
"West Coast region","50-54 years","Total people, ethnic group","Male","2013",1440,
